Id,LotShape,LandSlope,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,OverallQual,OverallCond,SalePrice
1266,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,7,5,183900
1267,IR1,Gtl,Fa,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,Unf,TA,TA,N,NA,MnPrv,7,4,122000
1268,IR1,Gtl,Ex,TA,Ex,TA,Gd,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,378500
1269,IR1,Mod,TA,Gd,TA,TA,Mn,Rec,Unf,Ex,Gd,Typ,Gd,Unf,TA,TA,Y,NA,GdWo,8,9,381000
1270,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,5,144000
1271,Reg,Sev,Gd,TA,Gd,TA,Gd,GLQ,Unf,TA,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,6,260000
1272,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,7,185750
1273,IR1,Gtl,TA,TA,TA,TA,No,BLQ,LwQ,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,137000
1274,IR1,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,Gd,Ex,Typ,Gd,RFn,TA,TA,Y,NA,GdPrv,6,7,177000
1275,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,5,6,139000
1276,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Gd,TA,Typ,NA,Unf,TA,Fa,Y,NA,NA,5,5,137000
1277,IR1,Gtl,TA,TA,TA,Gd,No,BLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,6,6,162000
1278,IR1,Gtl,TA,TA,Gd,TA,Av,ALQ,Unf,Fa,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,5,197900
1279,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,237000
1280,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,4,4,68400
1281,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,227000
1282,IR1,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,Fin,Gd,Gd,Y,NA,NA,7,5,180000
1283,IR1,Gtl,TA,TA,Gd,TA,Mn,LwQ,Rec,TA,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,150500
1284,Reg,Gtl,TA,TA,TA,TA,Av,Unf,Unf,TA,TA,Typ,NA,NA,NA,NA,Y,NA,NA,6,5,139000
1285,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Gd,Min2,Gd,Unf,TA,TA,Y,NA,NA,6,7,169000
1286,Reg,Gtl,TA,Fa,TA,TA,No,Unf,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,6,132500
1287,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,143000
1288,IR1,Mod,TA,Gd,TA,TA,Av,Rec,Unf,Fa,TA,Typ,NA,Unf,TA,TA,N,NA,NA,5,5,190000
1289,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,8,5,278000
1290,IR1,Gtl,Gd,TA,Gd,TA,Mn,Unf,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,281000
1291,IR1,Gtl,TA,TA,TA,TA,Av,GLQ,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,5,7,180500
1292,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,7,119500
1293,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Min2,NA,RFn,TA,TA,Y,NA,NA,5,4,107500
1294,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,GdWo,7,5,162900
1295,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,N,NA,NA,5,7,115000
1296,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Gd,TA,Typ,NA,RFn,TA,TA,Y,NA,GdWo,5,5,138500
1297,Reg,Gtl,TA,Gd,TA,TA,Mn,ALQ,Unf,Gd,TA,Typ,NA,RFn,TA,TA,Y,NA,MnPrv,5,6,155000
1298,Reg,Gtl,TA,TA,Gd,TA,Gd,GLQ,Unf,Gd,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,140000
1299,IR3,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,Gd,NA,10,5,160000
1300,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Rec,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,GdPrv,5,7,154000
1301,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,225000
1302,IR1,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Fa,Gd,Typ,Gd,Unf,TA,TA,P,NA,NA,6,7,177500
1303,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,290000
1304,Reg,Gtl,Gd,TA,Gd,TA,Av,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,232000
1305,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Maj1,NA,Unf,TA,TA,Y,NA,NA,7,5,130000
1306,IR1,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,9,5,325000
1307,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,202500
1308,Reg,Gtl,TA,Gd,Gd,Gd,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,138000
1309,Reg,Gtl,TA,TA,TA,TA,No,GLQ,ALQ,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,GdWo,5,7,147000
1310,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Gd,Gd,Typ,NA,RFn,TA,TA,Y,NA,GdWo,6,5,179200
1311,Reg,Gtl,Gd,Gd,Gd,TA,Av,GLQ,Unf,TA,Ex,Typ,TA,Fin,TA,TA,Y,NA,NA,7,8,335000
1312,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,203000
1313,IR1,Gtl,Gd,TA,Ex,TA,No,GLQ,Unf,Ex,Gd,Typ,Ex,RFn,Gd,Gd,Y,NA,NA,8,5,302000
1314,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,9,5,333168
1315,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,4,6,119000
1316,Reg,Gtl,TA,TA,Fa,TA,Mn,ALQ,LwQ,TA,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,5,206900
1317,IR1,Gtl,Gd,TA,Ex,TA,Gd,Unf,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,295493
1318,Reg,Gtl,Gd,TA,Ex,Gd,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,208900
1319,IR2,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,8,5,275000
1320,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,111000
1321,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,Gd,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,3,156500
1322,IR1,Gtl,TA,TA,NA,NA,NA,NA,NA,TA,TA,Typ,NA,Unf,TA,Fa,Y,NA,NA,3,6,72500
1323,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,190000
1324,Reg,Gtl,Fa,TA,TA,TA,No,LwQ,Unf,Gd,Fa,Typ,NA,NA,NA,NA,Y,NA,NA,4,7,82500
1325,Reg,Gtl,Gd,TA,Ex,TA,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,147000
1326,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Fa,TA,Typ,NA,NA,NA,NA,N,NA,MnPrv,4,4,55000
1327,Reg,Mod,TA,TA,TA,TA,No,Rec,Unf,Ex,Gd,Typ,NA,NA,NA,NA,Y,NA,NA,3,6,79000
1328,Reg,Gtl,Gd,Gd,TA,TA,No,ALQ,Unf,Ex,Gd,Typ,Ex,Unf,TA,TA,Y,NA,MnPrv,5,9,130500
1329,Reg,Gtl,Gd,Gd,Gd,TA,No,LwQ,Unf,Ex,TA,Mod,TA,Unf,Fa,TA,Y,NA,MnPrv,6,7,256000
1330,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,176500
1331,Reg,Gtl,Gd,TA,Gd,Gd,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,227000
1332,IR1,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,132500
1333,Reg,Mod,TA,TA,TA,TA,Mn,ALQ,Unf,Ex,TA,Typ,Gd,Unf,Fa,Fa,Y,NA,NA,4,6,100000
1334,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,6,125500
1335,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Min1,NA,Unf,TA,TA,Y,NA,NA,5,6,125000
1336,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,167900
1337,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,135000
1338,IR1,Mod,TA,TA,TA,TA,No,Unf,Unf,Fa,Fa,Typ,NA,NA,NA,NA,N,NA,NA,4,4,52500
1339,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,200000
1340,IR1,Gtl,TA,Gd,TA,TA,Mn,Rec,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,5,7,128500
1341,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,4,5,123000
1342,Reg,Gtl,TA,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,155000
1343,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,8,5,228500
1344,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,TA,Typ,TA,Unf,Fa,Fa,Y,NA,NA,6,6,177000
1345,IR1,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,7,5,155835
1346,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,Fa,Typ,NA,Unf,TA,TA,Y,NA,NA,4,4,108500
1347,IR2,Gtl,TA,TA,TA,TA,No,BLQ,Rec,TA,TA,Typ,Gd,RFn,Gd,TA,Y,NA,NA,7,7,262500
1348,IR1,Gtl,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,283463
1349,IR3,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Fa,RFn,TA,TA,Y,NA,NA,7,5,215000
1350,Reg,Gtl,TA,Gd,TA,Fa,No,LwQ,Unf,Fa,TA,Typ,NA,NA,NA,NA,Y,NA,NA,8,5,122000
1351,Reg,Gtl,TA,TA,TA,TA,No,LwQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,200000
1352,IR1,Gtl,TA,TA,TA,TA,No,Rec,Unf,Ex,TA,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,6,171000
1353,Reg,Gtl,Gd,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,N,NA,NA,6,9,134900
1354,IR1,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Ex,Fin,TA,TA,Y,NA,NA,8,5,410000
1355,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,235000
1356,IR1,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,GdPrv,7,6,170000
1357,Reg,Gtl,TA,TA,TA,TA,No,Rec,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,GdWo,5,5,110000
1358,IR1,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,TA,Typ,Fa,Fin,TA,TA,Y,NA,NA,5,6,149900
1359,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,177500
1360,Reg,Gtl,Gd,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,315000
1361,Reg,Gtl,TA,TA,TA,Fa,No,Unf,Unf,Ex,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,5,6,189000
1362,IR1,Mod,Gd,TA,Ex,TA,Av,ALQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,260000
1363,IR1,Gtl,TA,Gd,TA,Fa,No,Unf,Unf,Gd,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,4,4,104900
1364,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,5,156932
1365,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,144152
1366,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,216000
1367,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,193000
1368,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,Ex,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,5,6,127000
1369,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,144000
1370,IR2,Gtl,Gd,TA,Gd,TA,Av,BLQ,GLQ,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,232000
1371,Reg,Gtl,Fa,TA,TA,TA,No,ALQ,Rec,Ex,TA,Typ,NA,Fin,TA,TA,Y,NA,NA,4,6,105000
1372,Reg,Gtl,TA,TA,TA,TA,Av,BLQ,Unf,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,MnPrv,6,6,165500
1373,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,6,274300
1374,Reg,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,RFn,TA,TA,Y,NA,NA,10,5,466500
1375,Reg,Gtl,Gd,TA,Gd,TA,No,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,250000
1376,IR1,Gtl,Gd,TA,Gd,TA,Gd,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,239000
1377,Reg,Gtl,TA,TA,Gd,TA,Mn,Rec,Unf,TA,TA,Typ,NA,Unf,Fa,TA,Y,NA,NA,6,5,91000
1378,Reg,Gtl,TA,TA,TA,TA,No,LwQ,BLQ,Ex,TA,Min2,NA,Unf,TA,TA,Y,NA,NA,5,5,117000
1379,Reg,Gtl,TA,TA,TA,Fa,No,BLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,6,5,83000
1380,Reg,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Gd,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,5,5,167500
1381,Reg,Gtl,TA,Fa,TA,Fa,No,Rec,Unf,TA,TA,Typ,NA,Unf,TA,Fa,Y,NA,NA,3,3,58500
1382,IR1,Gtl,TA,TA,TA,TA,Mn,BLQ,Unf,Ex,TA,Typ,Gd,Fin,TA,TA,Y,NA,NA,6,7,237500
1383,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,N,NA,NA,7,7,157000
1384,Reg,Gtl,TA,Gd,TA,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,N,NA,NA,5,7,112000
1385,Reg,Gtl,TA,TA,TA,TA,Mn,Rec,Unf,TA,TA,Typ,NA,Unf,TA,TA,P,NA,MnPrv,6,5,105000
1386,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Gd,Gd,Typ,NA,Unf,TA,TA,N,NA,MnPrv,4,8,125500
1387,IR1,Gtl,TA,TA,Gd,TA,No,BLQ,LwQ,TA,Gd,Typ,TA,RFn,TA,TA,Y,Fa,MnPrv,7,5,250000
1388,Reg,Gtl,TA,Gd,TA,TA,No,Rec,LwQ,TA,Gd,Typ,Gd,Unf,TA,TA,Y,NA,GdWo,6,7,136000
1389,IR1,Gtl,Ex,TA,Ex,TA,Gd,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,9,5,377500
1390,Reg,Gtl,TA,Gd,TA,Gd,No,ALQ,Unf,Ex,TA,Typ,Gd,Unf,TA,TA,Y,NA,NA,6,6,131000
1391,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,235000
1392,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Mod,NA,Unf,TA,TA,Y,NA,NA,5,5,124000
1393,Reg,Gtl,TA,TA,TA,TA,Av,ALQ,Unf,TA,TA,Typ,Po,RFn,TA,TA,Y,NA,MnWw,5,5,123000
1394,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Ex,TA,Typ,TA,Unf,Gd,TA,Y,NA,NA,6,7,163000
1395,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,7,5,246578
1396,IR1,Gtl,Gd,TA,Gd,Gd,Gd,Unf,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,281213
1397,IR1,Sev,TA,TA,TA,TA,Av,BLQ,Rec,TA,TA,Min1,TA,Unf,TA,TA,N,NA,NA,5,5,160000
1398,Reg,Gtl,TA,TA,TA,TA,Mn,Unf,Unf,Ex,TA,Typ,NA,Unf,Fa,Fa,N,NA,NA,5,8,137500
1399,Reg,Gtl,TA,TA,TA,TA,No,Rec,BLQ,Gd,TA,Min1,NA,Unf,TA,TA,Y,NA,GdPrv,5,4,138000
1400,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,Ex,Gd,Typ,Gd,Unf,Fa,TA,Y,NA,MnPrv,6,6,137450
1401,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,Gd,RFn,TA,TA,Y,NA,NA,6,7,120000
1402,IR1,Gtl,TA,TA,TA,TA,No,GLQ,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,193000
1403,Reg,Gtl,Gd,TA,Gd,Gd,Av,Unf,Unf,Ex,Gd,Typ,Gd,RFn,TA,TA,Y,NA,NA,7,5,193879
1404,IR1,Gtl,Gd,TA,Gd,TA,Gd,GLQ,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,8,5,282922
1405,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,3,4,105000
1406,IR1,Mod,Gd,TA,Ex,TA,Gd,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,275000
1407,Reg,Gtl,TA,TA,Gd,TA,Av,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,5,7,133000
1408,IR1,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Ex,TA,Typ,NA,NA,NA,NA,Y,NA,MnPrv,5,5,112000
1409,Reg,Gtl,TA,TA,Fa,TA,No,Unf,Unf,Gd,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,7,125500
1410,IR1,Gtl,TA,Gd,Gd,TA,No,Unf,Unf,Gd,TA,Typ,TA,Fin,TA,TA,Y,NA,MnPrv,7,6,215000
1411,Reg,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,NA,RFn,TA,TA,Y,NA,NA,7,5,230000
1412,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,Ex,TA,Min2,NA,Unf,TA,TA,Y,NA,MnPrv,6,8,140000
1413,Reg,Gtl,TA,TA,NA,NA,NA,NA,NA,Fa,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,4,5,90000
1414,IR1,Gtl,Gd,TA,Gd,Gd,No,GLQ,Unf,Ex,Gd,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,257000
1415,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,Gd,Typ,Gd,Unf,TA,TA,N,NA,NA,6,7,207000
1416,Reg,Gtl,Gd,TA,Gd,TA,No,ALQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,175900
1417,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Gd,TA,Typ,NA,Unf,TA,TA,N,NA,NA,4,6,122500
1418,IR1,Gtl,Gd,TA,Gd,TA,Mn,GLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,8,5,340000
1419,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Rec,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,NA,5,5,124000
1420,IR1,Gtl,Gd,Gd,TA,TA,Av,Rec,Unf,Gd,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,223000
1421,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,Gd,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,6,6,179900
1422,Reg,Gtl,TA,TA,Gd,TA,No,ALQ,Unf,TA,TA,Typ,Fa,RFn,TA,TA,Y,NA,NA,6,5,127500
1423,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,NA,Fin,TA,TA,Y,NA,NA,6,5,136500
1424,IR1,Gtl,Gd,Gd,Gd,TA,Av,Unf,Unf,TA,Gd,Typ,Gd,Unf,Gd,Gd,Y,Gd,GdPrv,6,7,274970
1425,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Rec,TA,TA,Min1,TA,Unf,TA,TA,Y,NA,GdWo,5,5,144000
1426,IR1,Gtl,Gd,TA,TA,TA,No,Unf,Unf,Ex,Gd,Typ,NA,Unf,TA,TA,Y,NA,NA,6,6,142000
1427,IR1,Gtl,Gd,TA,Gd,TA,No,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,7,5,271000
1428,Reg,Gtl,TA,TA,TA,TA,No,BLQ,Unf,TA,TA,Typ,TA,Unf,TA,TA,Y,NA,NA,5,6,140000
1429,Reg,Gtl,TA,Gd,TA,TA,No,BLQ,Unf,TA,Gd,Typ,Gd,Unf,TA,TA,Y,NA,MnPrv,5,7,119000
1430,IR1,Gtl,Gd,Gd,Gd,TA,No,BLQ,Unf,Ex,Gd,Typ,TA,Fin,TA,TA,Y,NA,NA,6,7,182900
1431,IR3,Gtl,Gd,TA,Gd,Gd,Av,Unf,Unf,Ex,TA,Typ,Gd,Fin,TA,TA,Y,NA,NA,5,5,192140
1432,IR1,Gtl,TA,TA,Gd,TA,No,LwQ,Unf,TA,TA,Typ,NA,RFn,TA,TA,Y,NA,NA,6,6,143750
1433,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,TA,TA,Typ,NA,Unf,Fa,Fa,Y,NA,NA,4,6,64500
1434,IR1,Gtl,TA,TA,Gd,TA,No,Unf,Unf,Ex,TA,Typ,TA,Fin,TA,TA,Y,NA,NA,6,5,186500
1435,Reg,Mod,TA,TA,TA,TA,No,ALQ,Unf,Fa,TA,Typ,Gd,RFn,TA,TA,P,NA,NA,5,5,160000
1436,Reg,Gtl,Gd,Gd,TA,TA,No,Unf,Unf,TA,Gd,Typ,Gd,RFn,TA,TA,Y,NA,GdPrv,6,9,174000
1437,Reg,Gtl,TA,TA,TA,TA,No,ALQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,GdWo,4,6,120500
1438,Reg,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Gd,Fin,TA,TA,Y,NA,NA,8,5,394617
1439,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Unf,TA,TA,Typ,NA,Unf,TA,TA,Y,NA,MnPrv,6,7,149700
1440,Reg,Gtl,TA,TA,TA,TA,No,GLQ,Rec,TA,TA,Typ,TA,RFn,TA,TA,Y,NA,NA,7,6,197000
1441,IR1,Mod,TA,TA,Ex,TA,No,Unf,Unf,Fa,TA,Min1,Gd,Fin,TA,TA,Y,NA,NA,6,7,191000
1442,Reg,Gtl,Gd,TA,Gd,TA,Av,GLQ,Unf,Ex,Gd,Typ,TA,RFn,TA,TA,Y,NA,NA,6,5,149300
1443,Reg,Gtl,Ex,TA,Ex,TA,Av,GLQ,Unf,Ex,Ex,Typ,Ex,Fin,TA,TA,Y,NA,NA,10,5,310000
1444,Reg,Gtl,TA,TA,TA,TA,No,Unf,Unf,Fa,Fa,Typ,Gd,Unf,Fa,Po,P,NA,NA,6,6,121000
